simulation_id,timestamp,success,error,mass_variation_percent,cd_multiplier,thrust_scale,cg_offset_m
sim_000243,2025-10-30T18:05:58.278532,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,0.95,-0.03
sim_000244,2025-10-30T18:05:58.278552,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,0.95,0
sim_000245,2025-10-30T18:05:58.278572,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,0.95,0.03
sim_000246,2025-10-30T18:05:58.278590,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.0,-0.03
sim_000247,2025-10-30T18:05:58.278608,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.0,0
sim_000248,2025-10-30T18:05:58.278626,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.0,0.03
sim_000249,2025-10-30T18:05:58.278648,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.05,-0.03
sim_000250,2025-10-30T18:05:58.278667,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.05,0
sim_000251,2025-10-30T18:05:58.278684,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.05,0.03
sim_000252,2025-10-30T18:05:58.278702,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,0.95,-0.03
sim_000253,2025-10-30T18:05:58.278719,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,0.95,0
sim_000254,2025-10-30T18:05:58.278738,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,0.95,0.03
sim_000255,2025-10-30T18:05:58.278756,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.0,-0.03
sim_000256,2025-10-30T18:05:58.278775,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.0,0
sim_000257,2025-10-30T18:05:58.278796,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.0,0.03
sim_000258,2025-10-30T18:05:58.278815,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.05,-0.03
sim_000259,2025-10-30T18:05:58.278838,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.05,0
sim_000260,2025-10-30T18:05:58.278857,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.05,0.03
sim_000261,2025-10-30T18:05:58.278876,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,0.95,-0.03
sim_000262,2025-10-30T18:05:58.278894,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,0.95,0
sim_000263,2025-10-30T18:05:58.278913,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,0.95,0.03
sim_000264,2025-10-30T18:05:58.278932,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.0,-0.03
sim_000265,2025-10-30T18:05:58.278951,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.0,0
sim_000266,2025-10-30T18:05:58.278968,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.0,0.03
sim_000267,2025-10-30T18:05:58.278986,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.05,-0.03
sim_000268,2025-10-30T18:05:58.279004,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.05,0
sim_000269,2025-10-30T18:05:58.279027,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.05,0.03
sim_000000,2025-10-30T18:06:41.621358,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,0.95,-0.03
sim_000001,2025-10-30T18:06:41.621469,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,0.95,0
sim_000002,2025-10-30T18:06:41.621512,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,0.95,0.03
sim_000003,2025-10-30T18:06:41.621543,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.0,-0.03
sim_000004,2025-10-30T18:06:41.621571,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.0,0
sim_000005,2025-10-30T18:06:41.621595,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.0,0.03
sim_000006,2025-10-30T18:06:41.621616,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.05,-0.03
sim_000007,2025-10-30T18:06:41.621637,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.05,0
sim_000008,2025-10-30T18:06:41.621656,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.05,0.03
sim_000009,2025-10-30T18:06:41.621683,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,0.95,-0.03
sim_000010,2025-10-30T18:06:41.621705,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,0.95,0
sim_000011,2025-10-30T18:06:41.621725,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,0.95,0.03
sim_000012,2025-10-30T18:06:41.621746,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.0,-0.03
sim_000013,2025-10-30T18:06:41.621765,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.0,0
sim_000014,2025-10-30T18:06:41.621784,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.0,0.03
sim_000015,2025-10-30T18:06:41.621803,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.05,-0.03
sim_000016,2025-10-30T18:06:41.621822,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.05,0
sim_000017,2025-10-30T18:06:41.621841,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.05,0.03
sim_000018,2025-10-30T18:06:41.621861,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,0.95,-0.03
sim_000019,2025-10-30T18:06:41.621883,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,0.95,0
sim_000020,2025-10-30T18:06:41.621903,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,0.95,0.03
sim_000021,2025-10-30T18:06:41.621921,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.0,-0.03
sim_000022,2025-10-30T18:06:41.621939,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.0,0
sim_000023,2025-10-30T18:06:41.621959,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.0,0.03
sim_000024,2025-10-30T18:06:41.621984,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.05,-0.03
sim_000025,2025-10-30T18:06:41.622004,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.05,0
sim_000026,2025-10-30T18:06:41.622025,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.05,0.03
sim_000027,2025-10-30T18:06:41.622045,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,0.95,-0.03
sim_000028,2025-10-30T18:06:41.622065,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,0.95,0
sim_000029,2025-10-30T18:06:41.622087,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,0.95,0.03
sim_000030,2025-10-30T18:06:41.622107,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.0,-0.03
sim_000031,2025-10-30T18:06:41.622125,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.0,0
sim_000032,2025-10-30T18:06:41.622143,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.0,0.03
sim_000033,2025-10-30T18:06:41.622164,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.05,-0.03
sim_000034,2025-10-30T18:06:41.622184,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.05,0
sim_000035,2025-10-30T18:06:41.622203,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.05,0.03
sim_000036,2025-10-30T18:06:41.622221,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,0.95,-0.03
sim_000037,2025-10-30T18:06:41.622239,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,0.95,0
sim_000038,2025-10-30T18:06:41.622257,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,0.95,0.03
sim_000039,2025-10-30T18:06:41.622279,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,1.0,-0.03
sim_000040,2025-10-30T18:06:41.622304,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,1.0,0
sim_000041,2025-10-30T18:06:41.622324,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,1.0,0.03
sim_000042,2025-10-30T18:06:41.622344,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,1.05,-0.03
sim_000043,2025-10-30T18:06:41.622366,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,1.05,0
sim_000044,2025-10-30T18:06:41.622386,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,1.05,0.03
sim_000045,2025-10-30T18:06:41.622407,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,0.95,-0.03
sim_000046,2025-10-30T18:06:41.622426,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,0.95,0
sim_000047,2025-10-30T18:06:41.622443,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,0.95,0.03
sim_000048,2025-10-30T18:06:41.622460,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,1.0,-0.03
sim_000049,2025-10-30T18:06:41.622482,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,1.0,0
sim_000050,2025-10-30T18:06:41.622500,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,1.0,0.03
sim_000051,2025-10-30T18:06:41.622519,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,1.05,-0.03
sim_000052,2025-10-30T18:06:41.622536,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,1.05,0
sim_000053,2025-10-30T18:06:41.622554,False,type object 'Rocket' has no attribute 'from_ork',-5,0.9,1.05,0.03
sim_000054,2025-10-30T18:06:41.622574,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,0.95,-0.03
sim_000055,2025-10-30T18:06:41.622591,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,0.95,0
sim_000056,2025-10-30T18:06:41.622609,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,0.95,0.03
sim_000057,2025-10-30T18:06:41.622627,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,1.0,-0.03
sim_000058,2025-10-30T18:06:41.622645,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,1.0,0
sim_000059,2025-10-30T18:06:41.622667,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,1.0,0.03
sim_000060,2025-10-30T18:06:41.622687,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,1.05,-0.03
sim_000061,2025-10-30T18:06:41.622707,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,1.05,0
sim_000062,2025-10-30T18:06:41.622727,False,type object 'Rocket' has no attribute 'from_ork',-5,0.95,1.05,0.03
sim_000063,2025-10-30T18:06:41.622744,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,0.95,-0.03
sim_000064,2025-10-30T18:06:41.622763,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,0.95,0
sim_000065,2025-10-30T18:06:41.622782,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,0.95,0.03
sim_000066,2025-10-30T18:06:41.622801,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,1.0,-0.03
sim_000067,2025-10-30T18:06:41.622818,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,1.0,0
sim_000068,2025-10-30T18:06:41.622837,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,1.0,0.03
sim_000069,2025-10-30T18:06:41.622859,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,1.05,-0.03
sim_000070,2025-10-30T18:06:41.622876,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,1.05,0
sim_000071,2025-10-30T18:06:41.622894,False,type object 'Rocket' has no attribute 'from_ork',-5,1.0,1.05,0.03
sim_000072,2025-10-30T18:06:41.622912,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,0.95,-0.03
sim_000073,2025-10-30T18:06:41.622930,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,0.95,0
sim_000074,2025-10-30T18:06:41.622948,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,0.95,0.03
sim_000075,2025-10-30T18:06:41.622967,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.0,-0.03
sim_000076,2025-10-30T18:06:41.622987,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.0,0
sim_000077,2025-10-30T18:06:41.623055,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.0,0.03
sim_000078,2025-10-30T18:06:41.623079,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.05,-0.03
sim_000079,2025-10-30T18:06:41.623103,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.05,0
sim_000080,2025-10-30T18:06:41.623124,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.05,0.03
sim_000081,2025-10-30T18:06:41.623144,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,0.95,-0.03
sim_000082,2025-10-30T18:06:41.623163,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,0.95,0
sim_000083,2025-10-30T18:06:41.623182,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,0.95,0.03
sim_000084,2025-10-30T18:06:41.623200,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.0,-0.03
sim_000085,2025-10-30T18:06:41.623217,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.0,0
sim_000086,2025-10-30T18:06:41.623235,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.0,0.03
sim_000087,2025-10-30T18:06:41.623254,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.05,-0.03
sim_000088,2025-10-30T18:06:41.623272,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.05,0
sim_000089,2025-10-30T18:06:41.623301,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.05,0.03
sim_000090,2025-10-30T18:06:41.623322,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,0.95,-0.03
sim_000091,2025-10-30T18:06:41.623342,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,0.95,0
sim_000092,2025-10-30T18:06:41.623361,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,0.95,0.03
sim_000093,2025-10-30T18:06:41.623380,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.0,-0.03
sim_000094,2025-10-30T18:06:41.623399,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.0,0
sim_000095,2025-10-30T18:06:41.623417,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.0,0.03
sim_000096,2025-10-30T18:06:41.623437,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.05,-0.03
sim_000097,2025-10-30T18:06:41.623454,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.05,0
sim_000098,2025-10-30T18:06:41.623478,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.05,0.03
sim_000099,2025-10-30T18:06:41.623499,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,0.95,-0.03
sim_000100,2025-10-30T18:06:41.623518,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,0.95,0
sim_000101,2025-10-30T18:06:41.623537,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,0.95,0.03
sim_000102,2025-10-30T18:06:41.623555,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.0,-0.03
sim_000103,2025-10-30T18:06:41.623572,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.0,0
sim_000104,2025-10-30T18:06:41.623590,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.0,0.03
sim_000105,2025-10-30T18:06:41.623607,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.05,-0.03
sim_000106,2025-10-30T18:06:41.623625,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.05,0
sim_000107,2025-10-30T18:06:41.623642,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.05,0.03
sim_000108,2025-10-30T18:06:41.623660,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,0.95,-0.03
sim_000109,2025-10-30T18:06:41.623682,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,0.95,0
sim_000110,2025-10-30T18:06:41.623702,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,0.95,0.03
sim_000111,2025-10-30T18:06:41.623720,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.0,-0.03
sim_000112,2025-10-30T18:06:41.623738,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.0,0
sim_000113,2025-10-30T18:06:41.623756,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.0,0.03
sim_000114,2025-10-30T18:06:41.623774,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.05,-0.03
sim_000115,2025-10-30T18:06:41.623792,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.05,0
sim_000116,2025-10-30T18:06:41.623810,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.05,0.03
sim_000117,2025-10-30T18:06:41.623830,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,0.95,-0.03
sim_000118,2025-10-30T18:06:41.623849,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,0.95,0
sim_000119,2025-10-30T18:06:41.623872,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,0.95,0.03
sim_000120,2025-10-30T18:06:41.623893,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.0,-0.03
sim_000121,2025-10-30T18:06:41.623913,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.0,0
sim_000122,2025-10-30T18:06:41.623932,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.0,0.03
sim_000123,2025-10-30T18:06:41.623950,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.05,-0.03
sim_000124,2025-10-30T18:06:41.623969,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.05,0
sim_000125,2025-10-30T18:06:41.623987,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.05,0.03
sim_000126,2025-10-30T18:06:41.624005,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,0.95,-0.03
sim_000127,2025-10-30T18:06:41.624022,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,0.95,0
sim_000128,2025-10-30T18:06:41.624039,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,0.95,0.03
sim_000129,2025-10-30T18:06:41.624061,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.0,-0.03
sim_000130,2025-10-30T18:06:41.624080,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.0,0
sim_000131,2025-10-30T18:06:41.624100,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.0,0.03
sim_000132,2025-10-30T18:06:41.624118,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.05,-0.03
sim_000133,2025-10-30T18:06:41.624135,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.05,0
sim_000134,2025-10-30T18:06:41.624152,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.05,0.03
sim_000135,2025-10-30T18:06:41.624168,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,0.95,-0.03
sim_000136,2025-10-30T18:06:41.624187,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,0.95,0
sim_000137,2025-10-30T18:06:41.624207,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,0.95,0.03
sim_000138,2025-10-30T18:06:41.624225,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.0,-0.03
sim_000139,2025-10-30T18:06:41.624246,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.0,0
sim_000140,2025-10-30T18:06:41.624266,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.0,0.03
sim_000141,2025-10-30T18:06:41.624283,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.05,-0.03
sim_000142,2025-10-30T18:06:41.624307,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.05,0
sim_000143,2025-10-30T18:06:41.624325,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.05,0.03
sim_000144,2025-10-30T18:06:41.624345,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,0.95,-0.03
sim_000145,2025-10-30T18:06:41.624365,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,0.95,0
sim_000146,2025-10-30T18:06:41.624384,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,0.95,0.03
sim_000147,2025-10-30T18:06:41.624403,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.0,-0.03
sim_000148,2025-10-30T18:06:41.624422,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.0,0
sim_000149,2025-10-30T18:06:41.624446,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.0,0.03
sim_000150,2025-10-30T18:06:41.624467,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.05,-0.03
sim_000151,2025-10-30T18:06:41.624487,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.05,0
sim_000152,2025-10-30T18:06:41.624506,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.05,0.03
sim_000153,2025-10-30T18:06:41.624527,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,0.95,-0.03
sim_000154,2025-10-30T18:06:41.624545,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,0.95,0
sim_000155,2025-10-30T18:06:41.624564,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,0.95,0.03
sim_000156,2025-10-30T18:06:41.624582,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.0,-0.03
sim_000157,2025-10-30T18:06:41.624599,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.0,0
sim_000158,2025-10-30T18:06:41.624616,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.0,0.03
sim_000159,2025-10-30T18:06:41.624637,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.05,-0.03
sim_000160,2025-10-30T18:06:41.624657,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.05,0
sim_000161,2025-10-30T18:06:41.624675,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.05,0.03
sim_000162,2025-10-30T18:06:41.624694,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,0.95,-0.03
sim_000163,2025-10-30T18:06:41.624713,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,0.95,0
sim_000164,2025-10-30T18:06:41.624733,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,0.95,0.03
sim_000165,2025-10-30T18:06:41.624752,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.0,-0.03
sim_000166,2025-10-30T18:06:41.624771,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.0,0
sim_000167,2025-10-30T18:06:41.624790,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.0,0.03
sim_000168,2025-10-30T18:06:41.624809,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.05,-0.03
sim_000169,2025-10-30T18:06:41.624833,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.05,0
sim_000170,2025-10-30T18:06:41.624854,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.05,0.03
sim_000171,2025-10-30T18:06:41.624875,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,0.95,-0.03
sim_000172,2025-10-30T18:06:41.624895,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,0.95,0
sim_000173,2025-10-30T18:06:41.624917,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,0.95,0.03
sim_000174,2025-10-30T18:06:41.624936,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.0,-0.03
sim_000175,2025-10-30T18:06:41.624955,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.0,0
sim_000176,2025-10-30T18:06:41.624974,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.0,0.03
sim_000177,2025-10-30T18:06:41.624993,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.05,-0.03
sim_000178,2025-10-30T18:06:41.625012,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.05,0
sim_000179,2025-10-30T18:06:41.625037,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.05,0.03
sim_000180,2025-10-30T18:06:41.625057,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,0.95,-0.03
sim_000181,2025-10-30T18:06:41.625076,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,0.95,0
sim_000182,2025-10-30T18:06:41.625095,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,0.95,0.03
sim_000183,2025-10-30T18:06:41.625114,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.0,-0.03
sim_000184,2025-10-30T18:06:41.625133,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.0,0
sim_000185,2025-10-30T18:06:41.625153,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.0,0.03
sim_000186,2025-10-30T18:06:41.625171,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.05,-0.03
sim_000187,2025-10-30T18:06:41.625190,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.05,0
sim_000188,2025-10-30T18:06:41.625210,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.05,0.03
sim_000189,2025-10-30T18:06:41.625232,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,0.95,-0.03
sim_000190,2025-10-30T18:06:41.625252,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,0.95,0
sim_000191,2025-10-30T18:06:41.625270,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,0.95,0.03
sim_000192,2025-10-30T18:06:41.625298,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.0,-0.03
sim_000193,2025-10-30T18:06:41.625321,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.0,0
sim_000194,2025-10-30T18:06:41.625344,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.0,0.03
sim_000195,2025-10-30T18:06:41.625366,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.05,-0.03
sim_000196,2025-10-30T18:06:41.625389,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.05,0
sim_000197,2025-10-30T18:06:41.625411,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.05,0.03
sim_000198,2025-10-30T18:06:41.625433,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,0.95,-0.03
sim_000199,2025-10-30T18:06:41.625459,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,0.95,0
sim_000200,2025-10-30T18:06:41.625481,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,0.95,0.03
sim_000201,2025-10-30T18:06:41.625503,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.0,-0.03
sim_000202,2025-10-30T18:06:41.625524,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.0,0
sim_000203,2025-10-30T18:06:41.625545,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.0,0.03
sim_000204,2025-10-30T18:06:41.625566,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.05,-0.03
sim_000205,2025-10-30T18:06:41.625586,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.05,0
sim_000206,2025-10-30T18:06:41.625607,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.05,0.03
sim_000207,2025-10-30T18:06:41.625627,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,0.95,-0.03
sim_000208,2025-10-30T18:06:41.625649,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,0.95,0
